axis,category,pct,tier,source,is_subgroup
religion,Hindu,57.30,B,"13-yr projection from 2011: Hindu +1.0%/yr (Pew India 2021); weighted CDB-I 47.72%, CDB-II 59.77%, Muni 85.98%; continued Muslim differential upward drift",no
religion,Muslim,42.42,B,Muslim +1.3%/yr for 13 yrs from 2011 base; CDB-I Muslim-majority driver; +0.42pp from 2021,no
religion,Christian,0.15,E,S24P fringe; slow decline,no
religion,Sarna_ORP,0.01,E,Negligible,no
religion,Other_residual,0.12,E,Sikh/Jain/Buddhist/unclassified,no
caste,SC_total,21.55,B,Minimal drift; Census 2011 weighted anchor; slow change in SC share,no
caste,Namasudra_Bagdi_SC,9.0,D,River-delta SC: Namasudra (fishers/farmers) + Bagdi; no Matua concentration in this AC,yes
caste,Munda_other_SC,3.0,E,CDB-II rural pockets,yes
caste,Unclassified_SC,9.55,E,Residual within SC total,yes
caste,ST_total,0.05,A,Census 2011; negligible change,no
caste,UC_bhadralok,5.0,E,Brahmin/Kayastha/Baidya in Muni; stable,no
caste,OBC,6.0,E,Mahishya (fishing OBC) + Sadgop (farming OBC); S24P coastal belt,no
caste,Other_Hindu_middle,24.75,E,Residual Hindu: 57.30 − 21.55 SC − 0.05 ST − 5.0 UC − 6.0 OBC = 24.70; rounded 24.75,no
caste,Muslim,42.42,B,Bengali-Sheikh peasantry dominant (see C.1),no
caste,Christian_plus_Sarna_plus_Other,0.23,E,C.1 residuals combined,no
age_cohort,18_22,13.0,E,2011 cohort aging; younger cohorts large due to higher CDB-I fertility,no
age_cohort,23_27,12.5,E,,no
age_cohort,28_32,12.0,E,,no
age_cohort,33_37,11.5,E,,no
age_cohort,38_42,10.5,E,,no
age_cohort,43_47,9.5,E,,no
age_cohort,48_52,8.5,E,,no
age_cohort,53_57,7.5,E,,no
age_cohort,58_62,6.0,E,,no
age_cohort,63_67,5.0,E,,no
age_cohort,68,4.0,E,Modest 68+ as previous high-mortality fishing cohorts age through,no
gender,Male,51.00,E,Sex ratio 963 → F/total = 963/1963 = 49.06%; M = 50.94%; rounded to 51.00,no
gender,Female,48.99,E,,no
gender,Third_gender,0.01,E,WB state rate from 2011,no
mother_tongue,Bengali,99.44,A,No significant change; CDB-I+II Bengali-dominant; Muni ~98.5% Bengali,no
mother_tongue,Hindi,0.22,E,Stable trader/migrant Hindi fringe; COVID-era out-migration partially reversed,no
mother_tongue,Urdu,0.28,E,Small Muslim Urdu-speaker pocket in Muni and CDB-II; stable,no
mother_tongue,Other,0.06,E,Residual,no
education,Illiterate,17.5,E,Further literacy improvement 2021→2024; Kanyashree + school enrollment continuing; CDB-I female literacy advancing,no
education,Primary,24.0,E,,no
education,Middle,22.5,E,,no
education,Secondary,17.0,E,,no
education,Higher_Secondary,11.0,E,SSC scam (2022) and education disruption have not significantly reduced enrollment at this level,no
education,Graduate,6.5,E,Slow expansion; delta deprivation context,no
education,Postgraduate,1.5,E,Stable,no
