axis,category,pct,tier,source,is_subgroup
religion,Hindu,88.50,E,Alipurduar I block 2011: 90.55% Hindu; CDB II 2011: 84.40% Hindu; AC-weighted blend (Muni higher-Hindu urban + rural GPs lower); projected 2011→2019 modest relative growth,no
religion,Muslim,6.20,E,CDB I 2011: 5.93%; CDB II 2011: 6.50%; AC-weighted ~6.2%,no
religion,Christian,3.50,E,CDB I 2011: 2.54%; CDB II 2011: 8.64% (tea-garden belt); AC weight skewed toward CDB I; ~3.5% for the GPs captured,no
religion,Sarna_ORP,1.20,E,"Tribal Adivasi tea-garden workers (Oraon, Munda, Santhali); reckoned from ST share ~8-10% of AC; fraction practising Sarna rather than Christian",no
religion,Other_residual,0.60,E,Buddhist (Bhutia fringe) + Sikh + Jain + Not_stated; district residual,no
caste,SC_total,40.00,A,CDB I 2011: 48.4% SC; Alipurduar Municipality 2011: 18.04% SC; AC-weighted blend; municipality dilutes overall to ~40%,no
caste,Rajbanshi_SC,30.00,C,Dominant SC sub-group in Dooars/Terai (Koch-Rajbongshi/Rajbanshi declared SC in WB); primary SC community,yes
caste,Other_SC,10.00,E,"Smaller SC communities (Bagdi, Hari, Chamar fringe)",yes
caste,ST_total,9.00,E,"District ST 25.62% overall; AC 12 is GEN (lower ST concentration than ST-reserved AC 13/14); tea-garden Adivasi (Oraon, Munda, Ho, Santhali) concentrated in rural GPs",no
caste,Oraon_ST,4.50,C,Largest ST group in Dooars tea gardens; Kurukh speakers,yes
caste,Munda_Santhali_ST,3.00,E,Second tier ST groups in tea gardens,yes
caste,Other_ST,1.50,E,"Ho, Bhumij, Bhutia fringe",yes
caste,UC_bhadralok,4.00,E,Brahmin/Kayastha/Baidya; small in Dooars; largely service class in Alipurduar town,no
caste,OBC,5.00,E,"Koch-Rajbongshi OBC (those not classified SC), Mahishya fringe; Dooars OBC pool is limited",no
caste,Other_Hindu_middle,28.00,E,Unclassified Hindu middle + Rajbongshi community subsets; residual within Hindu non-SC/ST,no
caste,Muslim,6.20,E,All sub-castes pooled; see C.1,no
caste,Christian_plus_Sarna_plus_Other,7.80,E,Christian (3.5%) + Sarna_ORP (1.2%) + Other_residual (0.6%) + remaining ST/others; note: some ST Adivasi practise Christianity,no
age_cohort,18_22,12.00,E,Projected from Alipurduar district 2011 age pyramid; young cohort somewhat high (tea-belt fertility),no
age_cohort,23_27,11.50,E,,no
age_cohort,28_32,11.00,E,,no
age_cohort,33_37,10.00,E,,no
age_cohort,38_42,9.50,E,,no
age_cohort,43_47,9.00,E,,no
age_cohort,48_52,8.00,E,,no
age_cohort,53_57,7.00,E,,no
age_cohort,58_62,6.00,E,,no
age_cohort,63_67,4.00,E,,no
age_cohort,68,12.00,E,68+ open-ended; older cohort thinned by lower historical survival; renormalized to sum,no
gender,Male,51.35,E,District sex ratio ~946 F per 1000 M → 51.35% M / 48.55% F; tea-garden slightly male-skew in some blocks,no
gender,Female,48.55,E,,no
gender,Third_gender,0.10,E,Small but non-negligible in town context; tier E,no
mother_tongue,Bengali,66.00,A,CDB I 2011: 66.32% Bengali; dominant in urban Alipurduar and bhadralok belt,no
mother_tongue,Hindi,5.00,E,Bihari/UP migrant workers + Marwari traders; higher in Alipurduar town,no
mother_tongue,Urdu,0.80,E,Small Muslim pocket; Bengali-Muslim majority use Bengali,no
