axis,category,pct,tier,source,is_subgroup
religion,Hindu,79.50,E,Cooch Behar district Census 2011 Hindu 79.7%; Natabari block slightly below district average; projected stable 2011→2019,no
religion,Muslim,18.80,E,Cooch Behar district Muslim 18.4%; Natabari block slightly above district; Tufanganj subdivision higher Muslim share; projected +0.2pp relative gain 8yr,no
religion,Christian,0.80,E,Cooch Behar district 2011 ~0.9%; small Rajbanshi Christian fringe + Bengali Christian,no
religion,Sarna_ORP,0.50,E,Small tribal pocket; Cooch Behar district tribal-religion fringe,no
religion,Other_residual,0.40,E,Sikh + Jain + Buddhist + Not_stated,no
caste,SC_total,28.00,A,Cooch Behar district SC 28.36% (Census 2011); Natabari block ~28% estimated,no
caste,Rajbanshi_SC,22.00,C,Rajbanshi is the dominant SC in Cooch Behar; ~78% of SC pool; also found among OBC and General,yes
caste,Namasudra_SC,3.50,E,Smaller SC sub-group in Cooch Behar,yes
caste,Other_SC,2.50,E,"Residual SC (Bagdi, Koch, Jhalo-Malo, etc.)",yes
caste,ST_total,1.50,A,Cooch Behar district ST 1.54% (Census 2011),no
caste,UC_bhadralok,4.00,E,Brahmin/Kayastha/Baidya; small in this predominantly Rajbanshi-dominated AC,no
caste,OBC,12.00,E,Rajbanshi OBC (non-SC fraction of Rajbanshi community) + Koch-Rajbanshi + other OBC; Cooch Behar pattern,no
caste,Other_Hindu_middle,34.00,E,Residual Hindu middle castes — Rajbanshi General + Saha + Sutradhar + Kaibarta + others; 79.50 − 28.0 SC − 1.5 ST − 4.0 UC − 12.0 OBC − 18.8 Muslim − 0.8 Chr − 0.5 Sarna = 33.9 ≈ 34,no
caste,Muslim,18.80,E,All sub-castes pooled (mostly Bengali-Sheikh in Cooch Behar),no
caste,Christian_plus_Sarna_plus_Other,1.70,E,Christian 0.80 + Sarna_ORP 0.50 + Other_residual 0.40,no
age_cohort,18_22,11.00,E,"Renormalized from Cooch Behar district Census 2011 age pyramid, 18+ only",no
age_cohort,23_27,11.50,E,,no
age_cohort,28_32,11.00,E,,no
age_cohort,33_37,10.50,E,,no
age_cohort,38_42,10.00,E,,no
age_cohort,43_47,9.50,E,,no
age_cohort,48_52,9.00,E,,no
age_cohort,53_57,8.00,E,,no
age_cohort,58_62,7.00,E,,no
age_cohort,63_67,6.50,E,,no
age_cohort,68,6.00,E,68+ open-ended cohort,no
gender,Male,50.93,E,District sex ratio 963 F per 1000 M → 1000/(1963)=50.94% M; rounded,no
gender,Female,49.06,E,963/(1963)=49.06% F,no
gender,Third_gender,0.01,E,State pattern; negligible,no
mother_tongue,Bengali,68.50,E,Cooch Behar district 2011: Bengali ~67%; slight increase with urbanization trend,no
mother_tongue,Hindi,1.50,E,Trader and migrant worker fringe,no
mother_tongue,Urdu,1.00,E,Small Muslim minority in urban pockets,no
mother_tongue,Other,1.50,E,"Residual catch-all (Assamese fringe, Nepali border communities, others)",no
mother_tongue,Rajbongshi,27.50,E,Rajbongshi/Rajbanshi language; AC-local dominant language; Cooch Behar district ~27-30% Rajbongshi-speaking,no
education,Illiterate,18.00,E,Cooch Behar district literacy 75.7% (Census 2011); Natabari block rural pull; ~18% illiterate after +3pp improvement 2011→2019,no
education,Primary,25.00,E,"Census 2011 education distribution, Cooch Behar district scaled",no
education,Middle,22.00,E,,no
education,Secondary,16.00,E,,no
education,Higher_Secondary,10.00,E,,no
education,Graduate,7.00,E,,no
education,Postgraduate,2.00,E,,no
workforce_status,Main_worker,33.00,E,Cooch Behar district Census 2011 main-worker share ~32-34%; predominantly agricultural,no
workforce_status,Marginal_worker,12.00,E,Seasonal agricultural labour,no
workforce_status,Non_worker,37.00,E,Housewife + elderly + retired; heavy in rural Rajbanshi households,no
workforce_status,Student,10.00,E,18–22 cohort in education,no
workforce_status,Unemployed,8.00,E,Educated job-seekers; young aspirant pool in Cooch Behar,no
occupation,Cultivator,28.00,E,Cooch Behar district 2011 rural cultivator share ~30%; AC slightly below with some urban fringe,no
occupation,Agricultural_labourer,30.00,E,Dominant in flat terai-plain; large landless SC/OBC pool,no
occupation,Household_industry,5.00,E,Handloom + cottage industries; small Rajbanshi weaving tradition,no
occupation,Manufacturing,3.00,E,Limited organised manufacturing in Natabari block,no
occupation,Construction,7.00,E,Local construction + seasonal migration to larger towns,no
occupation,Trade_retail,10.00,E,Block-level market towns (Natabari haat),no
occupation,Transport_logistics,4.00,E,Road transport; border-adjacent trade route,no
occupation,Services,8.00,E,Private sector services in block-level towns,no
occupation,Government_services_teachers,3.00,E,"Block-level govt offices, schools",no
occupation,Out_migrant_worker,2.00,D,Rajbanshi men to brick kilns in Siliguri/Kolkata; modest flow,no
class_of_worker,Employer,2.00,E,Census B-04 WB rural pattern; small trader/landowner employers,no
