axis,category,pct,tier,source,is_subgroup
religion,Hindu,73.05,A/E,Census 2011 block aggregate (Hindu 73.97%); 13-yr religion-differential growth → Hindu share falls ~0.9pp by 2024,no
religion,Muslim,26.80,A/E,Census 2011 block aggregate (Muslim 25.89%); share rises ~0.9pp by 2024,no
religion,Christian,0.05,E,Census 2011 other; negligible,no
religion,Sarna_ORP,0.00,A,Negligible ST presence,no
religion,Other_residual,0.10,E,Residual,no
caste,SC_total,16.35,A/E,Census 2011 block aggregate 16.46%; marginal decline due to inter-caste demographic shifts,no
caste,Bagdi_SC,8.0,E,Dominant SC in coastal Medinipur,yes
caste,Namasudra_SC,3.4,E,Secondary SC,yes
caste,Bauri_SC,2.0,E,,yes
caste,Other_SC,2.95,E,Residual,yes
caste,ST_total,0.10,A,Negligible; Census 2011 anchor stable,no
caste,UC_bhadralok,5.00,E,Brahmin/Kayastha; stable,no
caste,OBC,3.00,E,Tili/Teli and other OBC; stable,no
caste,Other_Hindu_middle,48.60,E,Includes Mahishya (~27% total); residual after SC+ST+UC+OBC+Muslim,no
caste,Muslim,26.80,A/E,See C.1,no
caste,Christian_plus_Sarna_plus_Other,0.15,E,Negligible,no
age_cohort,18_22,10.5,E,New voter cohort (born 2002-2006); renormalized from Census 2011 age pyramid for 18+ adults,no
age_cohort,23_27,11.0,E,,no
age_cohort,28_32,11.0,E,,no
age_cohort,33_37,10.5,E,,no
age_cohort,38_42,10.0,E,,no
age_cohort,43_47,9.0,E,,no
age_cohort,48_52,8.0,E,,no
age_cohort,53_57,7.5,E,,no
age_cohort,58_62,7.0,E,,no
age_cohort,63_67,8.0,E,,no
age_cohort,68,7.5,E,,no
gender,Male,51.30,A/E,Census 2011 block aggregate 51.40%; marginal change over 13 yr,no
gender,Female,48.69,A/E,,no
gender,Third_gender,0.01,E,National standard estimate,no
mother_tongue,Bengali,99.93,A,Nandigram I+II blocks essentially monolingual Bengali; stable,no
mother_tongue,Hindi,0.04,E,Haldia industrial fringe; marginal increase,no
mother_tongue,Urdu,0.02,E,Negligible,no
mother_tongue,Other,0.01,E,Residual,no
education,Illiterate,8.5,A/E,Literacy projected ~95.5% among 7+ by 2024; continuing improvement trend,no
education,Primary,20.0,E,,no
education,Middle,22.0,E,,no
