axis,category,pct,tier,source,is_subgroup
religion,Hindu,72.00,E,Cooch Behar district Census 2011: 75.6% Hindu; projected with Muslim growth +0.3pp/yr → ~72% by 2019 for this AC (Sitalkuchi block has higher Muslim share than district avg),no
religion,Muslim,26.50,E,Sitalkuchi block estimated ~25% Muslim 2011; 8-yr growth to ~26.5%,no
religion,Christian,0.30,E,Cooch Behar district 2011 ~0.35% Christian; minimal in rural block,no
religion,Sarna_ORP,0.80,E,Rajbanshi community carries tribal religion trace; Cooch Behar district ST ~4.7%,no
religion,Other_residual,0.40,E,Sikh + Buddhist + Not_stated residual,no
caste,SC_total,38.50,A,Cooch Behar district SC 40.0% Census 2011; Sitalkuchi block slightly lower given Muslim share; A-tier district figure used as proxy,no
caste,Rajbanshi_SC,34.00,C,Dominant SC community in Cooch Behar; Rajbanshi is largest SC sub-group district-wide (Rajbanshi community straddles SC/OBC boundary; those listed as SC dominate),yes
caste,Namasudra_SC,2.50,E,Secondary SC sub-group in Cooch Behar,yes
caste,Other_SC,2.00,E,"Remaining SC sub-groups (Koch, Bagdi etc.)",yes
caste,ST_total,4.70,A,Cooch Behar district ST 4.7% Census 2011,no
caste,Rajbanshi_ST,3.50,C,Rajbanshi community with ST listing in some classifications; Cooch Behar tribal fringe,yes
caste,Other_ST,1.20,E,"Mech, Toto and smaller tribal groups",yes
caste,UC_bhadralok,4.00,E,Small upper-caste share in rural Cooch Behar; Brahmin/Kayastha fringe in market towns,no
caste,OBC,8.00,E,OBC Rajbanshi (non-SC registered) + Koch-Rajbanshi + other backward communities,no
caste,Other_Hindu_middle,16.30,E,Residual within Hindu (72.00 − 38.50 SC − 4.70 ST − 4.00 UC − 8.00 OBC = 16.80; minus Muslim overlap),no
caste,Muslim,26.50,E,See C.1; primarily Bengali-speaking peasantry and agricultural labourers,no
caste,Christian_plus_Sarna_plus_Other,2.00,E,See C.1,no
age_cohort,18_22,12.50,E,Cooch Behar district age pyramid 2011; renormalized to 18+ voters only,no
age_cohort,23_27,12.00,E,,no
age_cohort,28_32,11.50,E,,no
age_cohort,33_37,10.50,E,,no
age_cohort,38_42,10.00,E,,no
age_cohort,43_47,9.00,E,,no
age_cohort,48_52,8.00,E,,no
age_cohort,53_57,7.00,E,,no
age_cohort,58_62,6.00,E,,no
age_cohort,63_67,7.00,E,,no
age_cohort,68,6.50,E,68+ open-ended,no
gender,Male,51.40,E,Cooch Behar district sex ratio 946 F per 1000 M → 51.4% M,no
gender,Female,48.59,E,Derived from sex ratio,no
gender,Third_gender,0.01,E,WB state norm ~0.01%,no
mother_tongue,Bengali,85.00,E,Dominant language in Cooch Behar; Rajbanshi community increasingly Bengali-medium,no
mother_tongue,Hindi,0.50,E,Trader/migrant fringe in Sitalkuchi bazaar,no
mother_tongue,Urdu,0.50,E,Small Muslim pocket using Urdu script,no
mother_tongue,Other,0.50,E,Residual catch-all,no
mother_tongue,Rajbongshi,13.50,E,Rajbongshi/Rajbanshi language spoken by Koch-Rajbanshi community; AC-local addition (sub-set of Bengali/Other registrations in Census but distinct dialect),no
education,Illiterate,22.00,E,"Cooch Behar district literacy 75.3% (Census 2011 A); AC literacy ~75%, +3pp/8yr improvement → ~22% illiterate 2019",no
