axis,category,pct,tier,source,is_subgroup
religion,Hindu,84.50,E,Tufanganj II CDB 2011: 85.60% Hindu (A); Tufanganj I GPs (4 of 72): ~70% Hindu; Muni ~82% Hindu; AC pop-weighted ~84.5%,no
religion,Muslim,15.00,E,Tufanganj II 2011: 14.15% Muslim; Tufanganj I GP rural pocket ~28%; Muni ~17%; AC weighted ~15%,no
religion,Christian,0.30,E,Cooch Behar district baseline; small urban pocket,no
religion,Sarna_ORP,0.10,E,Marginal tribal religion population,no
religion,Other_residual,0.10,E,Sikh + Jain + Buddhist + Not_stated lumped,no
caste,SC_total,47.00,A,Pop-weighted from Tufanganj II CDB (53.8%) + Muni (23.03%) + 4 GPs Tufanganj I (~46%),no
caste,Rajbanshi_SC,43.00,C,~91.5% of SC pool; dominant community in Cooch Behar,yes
caste,Other_SC,4.00,E,"Namasudra, Bagdi, Chamar residual",yes
caste,ST_total,1.50,A,Tufanganj II 2.1% + Muni 0.41% weighted,no
caste,UC_bhadralok,5.00,E,Brahmin/Kayastha concentrated in Muni,no
caste,OBC,4.00,E,"Koch (non-SC), Teli, Sutradhar etc.",no
caste,Other_Hindu_middle,27.00,E,Residual Hindu (84.5 − 47 − 1.5 − 5 − 4) = 27,no
caste,Muslim,15.00,E,All sub-castes pooled,no
caste,Christian_plus_Sarna_plus_Other,0.50,E,C.1 residual combined,no
age_cohort,18_22,11.50,E,Renormalized from Cooch Behar district Census 2011 age pyramid (18+ only),no
age_cohort,23_27,12.00,E,,no
age_cohort,28_32,11.50,E,,no
age_cohort,33_37,10.50,E,,no
age_cohort,38_42,9.50,E,,no
age_cohort,43_47,9.00,E,,no
age_cohort,48_52,8.00,E,,no
age_cohort,53_57,7.00,E,,no
age_cohort,58_62,6.00,E,,no
age_cohort,63_67,8.00,E,,no
age_cohort,68,7.00,E,68+ open-ended; Cooch Behar older cohort slightly larger,no
gender,Male,51.23,E,Cooch Behar district 2011 sex ratio 952 F per 1000 M → 51.23% M,no
gender,Female,48.76,E,,no
gender,Third_gender,0.01,E,Marginal; WB 2021 SIR pattern,no
mother_tongue,Bengali,79.00,E,District dominant; but Rajbongshi language significant,no
mother_tongue,Hindi,0.50,E,Muni trader + migrant fringe,no
mother_tongue,Urdu,0.50,E,Muslim urban pocket,no
